,song_id,song_id1,song_id2,song_id3,song_id4,song_id5,song_id6,song_id7,song_id8,song_id9,r,g,b
1467,SOXPGNL12AF72A0750,SOULLRI12A8C13E173,SOXPGNL12AF72A0750,SOVHWLT12AB01856C5,SOFYXUS12A58A7B5A8,SOUSAXU12A8C132C18,SOBXNWJ12A58A775A2,SOGZSTT12A6D4F9148,SOWLLXR12AB018B3BD,SOEZUSV12A6D4FCAEC,20.0,99.0,111.0
1468,SOZVSBL1288D3EEEFD,SOZVSBL1288D3EEEFD,SODFZCW12A8151B84B,SOAXHYC12A8C13D3B5,SONFBXS12A6701FD97,SOFJWPF12A6D4F570E,SOASLNT12A8C143BEB,SOTLRQS12A58A7CAA4,SONXUQR12AB0186C9F,SOPDTVU12AB018D1B4,23.0,110.0,114.0
1469,SOOCQXW12A6D4F7898,SOOSHTH12A8C13657C,SOOCQXW12A6D4F7898,SOCEWVG12A8C13DCC2,SOHTUZI12A8C139356,SOBPMWS12A8AE4884D,SOVMKNP12A6D4FB86E,SONXPIN12A6D4FBDFB,SOYQNCJ12A6D4F9CAB,SOUUYHK12A6D4F9E16,22.0,99.0,111.0
1470,SOWNYGR12AB017C582,SOMHQSN12A8C1418BB,SOWNYGR12AB017C582,SOOMOCL12A8C1334B2,SOBTHVL12AAF3B3CDC,SONETAC12A6D4F937A,SOSYAWA12A8C1323B9,SOZLEXV12AB018A526,SOGXIDO12A8C14172A,SOWEVXC12AB01803B0,21.0,100.0,117.0
1471,SOUQIIK12A6D4F618F,SOUQIIK12A6D4F618F,SOWBFVW12A6D4F612B,SOLEVPX12A6D4F8817,SOZNUFZ12AF72AAF1D,SOUKYTZ12AB0186F3D,SOGEFOF12A81C2235D,SOXJVUD12A8C13778B,SOJFNZY12AB017FB11,SOWBSHI12A6D4F9A1B,13.0,102.0,114.0
1472,SOMKRSM12AF72A1B37,SOMKRSM12AF72A1B37,SOJYGJX12A6D4F522A,SOLDNKA12AB01823F4,SOXBORF12A8C143DA8,SOQJBCI12AB017C7CF,SOHHZKM12A6D4F70DA,SOYPJUD12A8C142162,SOLEVPX12A6D4F8817,SOWBFVW12A6D4F612B,12.0,101.0,113.0
1473,SOPSVTK12A8C13DBD3,SOPSVTK12A8C13DBD3,SOOIFDD12A8C13C468,SOWDPOY12A8C144A59,SOQQHWF12A8C139DC7,SOTXJZR12A8BED7931,SOIZAZL12A6701C53B,SONHBLY12AB017C860,SOBMQHZ12A58A761E1,SORXQIR12A58A7FE58,38.0,110.0,119.0
1474,SOYYALN12A8C136051,SOYYALN12A8C136051,SOVVUOH12A81C23875,SOOWIMN12A8C141A5E,SOGRSFT12AAF3B53EE,SOGCWUH12AC90732B0,SONMCDN12A8C141750,SODUANR12A6D4F5036,SORIZFE12A8AE49DD4,SOPZITB12A6310F36E,10.0,104.0,109.0
1475,SOYQPNY12A6BD4D3C2,SOYQPNY12A6BD4D3C2,SODRVAG12A67020DD3,SOUVUHC12A67020E3B,SOYHZWS12AF72A663D,SOFOSUN12A6D4F73D1,SOLMGZW12AB01816F3,SODCXXY12AB0187452,SOKDPJG12AB018AB6E,SOUPXLX12A67ADE83A,32.0,106.0,120.0
1476,SOHWNCK12A67020845,SOHWNCK12A67020845,SOCYWOA12AAF3B3BDB,SOXYRZY12A67020A23,SOZHTJK12AB0187629,SODXBWY12A58A77B7A,SOBRFXF12A8C13BCF4,SOXNJHP12A58A7B8D1,SOULZBG12AF729C36D,SOAZCPG12A6D4F7805,24.0,104.0,114.0
1477,SODCVVC12A6D4F6349,SODCVVC12A6D4F6349,SOXMTEY12AAF3B2E01,SOOALAI12AF72AA613,SOFPSHB12AB0182748,SOQFAWR12AB0189B45,SODDSZQ12A6701C5FC,SORQZIB12A58A77E94,SONYYEV12A6701E109,SOGSMFL12A8AE47CCC,19.0,106.0,110.0
1478,SOFGTYF12A58A7F5E9,SOFGTYF12A58A7F5E9,SOMPLFG12A67AD8197,SOBKGSN12AB0184AB7,SOKZPUF12A6D4FC01A,SOLGCWB12A8C140F56,SOAVJRI12A6701D93A,SOACGAQ12A58A79805,SOTWNLV12AC3DF990E,SOCAUGM12A6D4F5C4F,30.0,93.0,115.0
1479,SOEMFZR12AB0186387,SORBGBD12A8C141CEA,SOXQSDG12AF72ACC52,SOEMFZR12AB0186387,SOXOZYT12A81C235F8,SOHLPOH12A8C138542,SOWTZGK12A8C1305FD,SOQIWDA12AB01835E8,SOTAKAU12A8C140A43,SODULEM12A6D4F8916,11.0,101.0,109.0
1480,SOOTDMH12A6701E38D,SOOTDMH12A6701E38D,SOXHVJO12A8C13BFEB,SOHSUZG12A8C139410,SOKJQSO12A81C20707,SOUYQKK12A8AE450C2,SOUNIMK12A8C131CA9,SOKQMOW12A6701DEFC,SOMYPVB12AB0186CB0,SOKZPLY12A6D4F842E,23.0,108.0,115.0
1481,SOEELXX12A8C13AC1F,SOEELXX12A8C13AC1F,SOPLUTT12A8C139F08,SOVBGUD12A6D4F9F49,SOCIZCK12A6D4F9EF9,SOYWHAX12A8C139A4A,SOFUBSQ12A67ADD6BF,SOKWPSZ12A67020690,SOJPFNR12A8C144174,SOBOMOX12AB017F9CF,20.0,98.0,112.0
1482,SORAYLI12AF72A1ADA,SOQQZSH12A8C13FFF7,SORAYLI12AF72A1ADA,SOURPZZ12A8C1380EF,SOATHZV12A58A788DA,SOWOJJD12A8AE477CE,SOFBPGG12A8C13A07A,SOUBKOL12A67ADD872,SOBLXOI12A6D4F9C3A,SOKCOTF12A58A79C41,11.0,103.0,107.0
1483,SORAKQE12A8C141D18,SORAKQE12A8C141D18,SOGIYPY12A6D4F8B44,SOJHXQS12AB01863C0,SOOPBJF12A8C13CF43,SOOJAQM12A8C1400F9,SOMNJUW12AB01898E3,SOLGIDV12A6D4F8A2D,SOMYZVY12A8AE483C4,SOLSMEB12AAF3B4B93,23.0,104.0,115.0
1484,SOCXRSG12A67020A39,SOCXRSG12A67020A39,SOGDBDG12A8C13A9F9,SOIMHHA12A8C132214,SOEMVFB12A8C140C90,SOGZNKE12A6D4F7581,SOAUDUJ12A6BD546DF,SOJMRHF12A58A781F3,SOLLQFW12A8151BD44,SOCVBOU12AF729EADF,19.0,105.0,113.0
1485,SOUHPCH12A8C1397DE,SOUHPCH12A8C1397DE,SOLJXWH12A6D4F8277,SOLHVWE12A8C1411CF,SOMUAVG12A81C21716,SONIMBD12A6D4F8BC9,SOZUMNX12AB0184C8F,SOZMEMO12AC90971D0,SOWSZNT12A8C13AD59,SOQCHAH12A8AE46A5B,30.0,107.0,109.0
1486,SOKJMOD12A8AE46425,SOKJMOD12A8AE46425,SOTWYWC12A8C13AAF0,SOGXTIF12A8C14043D,SOUBSVW12AB018107E,SONJTYX12A6D4FD271,SOXEPDO12A58A7D0D7,SOSHYIS12A8C142272,SORBRNX12A8C13CFB9,SOKZETL12A6D4F9B29,24.0,108.0,114.0
1487,SOBPKTT12A8C13E426,SOBPKTT12A8C13E426,SOAEKWO12AB0189846,SOKMVUE12A8AE46BB7,SOEWTBE12A58A7E7C2,SOGNPBZ12A6D4F9037,SOTFMIJ12AB0183BC2,SOIEEIJ12AB018B000,SOULRQS12A8C1388BC,SOYDVKI12A6D4F848E,30.0,110.0,111.0
1488,SOKZTMC12A8AE48549,SONLOQQ12A8C139AF9,SOSTLHM12A8C144E88,SOKZTMC12A8AE48549,SOJIZPH12A6D4FD83F,SOPBYXX12A8C13B159,SOZCIMD12A8C13B2B3,SOLXZMD12AB0186993,SOVDTQI12A58A76D6F,SOEMTHI12A58A7CB39,17.0,105.0,110.0
1489,SOBTVEI12AF72A89A2,SOBTVEI12AF72A89A2,SOJGMYY12AB01809BE,SOFHHGF12AB01854DB,SOTZVPV12A8AE4605A,SOBFEDK12A8C13BB25,SOFKTYP12A6701C534,SOFOMOY12A8C141D28,SOWVJUR12A58A7BD6F,SOWDIDN12B0B80C10B,35.0,96.0,115.0
1490,SOJYGHN12A8C13758C,SOJYGHN12A8C13758C,SOJWSGL12A81C217B0,SOQFPRR12A6D4F8162,SONWWPR12A6D4FB657,SOTVTIV12A81C20316,SOHFBFI12A8C134522,SOMQXOW12A8151CB22,SOVECCN12AF72AC5B7,SOMAOJJ12A8C1373E2,27.0,108.0,111.0
1491,SOMTZGQ12A67FFB3C2,SOMTZGQ12A67FFB3C2,SOWTVUF12A6701E7A4,SOCWWPA12A8C133A32,SOHLCSJ12A6D4F569E,SODGPRV12AB0186F51,SOAJTHN12A67021D07,SOBJJJN12A8AE4674B,SOKBXOY12AB0182E82,SOGTFTU12AAA8C8553,17.0,103.0,103.0
1492,SOPJWVF12A8C13AC87,SOUKDZN12A6701BEDB,SOPJWVF12A8C13AC87,SOLPVAQ12AB017EB35,SOZMGYM12A6701F73E,SOPXSJV12A8C13D098,SOBBFWL12A8C140087,SOBBRFA12A6701FBC4,SOGNHAD12AB01821BF,SOEVJPA12B0B809263,16.0,104.0,105.0
1493,SOJVAHL12A8C13A38D,SOJVAHL12A8C13A38D,SOJRHTL12AF72A5096,SOLCZJX12A8C13CDD4,SOFHKEX12AB017E47B,SOPYWCQ12A58A7BC1D,SOPJFPU12A8C14062E,SOOYXMY12A8C131F47,SOHPPHP12A8C140163,SOZDTTJ12AB0183DFE,22.0,103.0,102.0
1494,SOOESBP12AB01815C7,SOOESBP12AB01815C7,SOZQIVM12AB017E2AA,SOUAINE12A679C805D,SOPHCFS12A8C13A237,SOXKEYL12A58A7CA63,SOKPECC12A8C144E4A,SOBLODX12AB017EA71,SOADVVZ12A6702034A,SOBWHYN12A8C13DB4F,18.0,103.0,118.0
1495,SOMHQSN12A8C1418BB,SOMHQSN12A8C1418BB,SOWNYGR12AB017C582,SOOMOCL12A8C1334B2,SOBTHVL12AAF3B3CDC,SONETAC12A6D4F937A,SOSYAWA12A8C1323B9,SOZLEXV12AB018A526,SOGXIDO12A8C14172A,SOWEVXC12AB01803B0,21.0,100.0,117.0
1496,SOZGFYU12AB0186CF9,SOZGFYU12AB0186CF9,SOZGGXU12A67ADD3E4,SODASQU12A8C13A392,SOQNZJN12A8C13978A,SOCATDE12A67AE0269,SOMDYGZ129F08286DF,SORVGKR12AB0186ECF,SOFGUXN12A6D4FB20E,SOCHEIM12AB0183177,28.0,114.0,131.0
1497,SOAEKIE12A6701FEAD,SOAEKIE12A6701FEAD,SOYADRE12AB0184A91,SOKQKAW12A8C13776F,SOVFMCC12A8C13705A,SOXLFBP12AF72A0FA8,SOIPEWH12AB01800A6,SOHXKKN12A8151DCDF,SORCVNA12AB01873F8,SOKGDET12A8C141E9C,18.0,101.0,114.0
1498,SOJGMYY12AB01809BE,SOJGMYY12AB01809BE,SOTZVPV12A8AE4605A,SOBTVEI12AF72A89A2,SOFHHGF12AB01854DB,SOBFEDK12A8C13BB25,SOFKTYP12A6701C534,SOUBQGZ12A8C131BB8,SOFOMOY12A8C141D28,SOWGFPG12A6D4F83E4,41.0,112.0,134.0
1499,SOEBGCQ12AB0182CD0,SOXTILQ12A8C139408,SOEBGCQ12AB0182CD0,SOJTIXE12AB018C99E,SOGBXFP12A8C141D46,SODIMTS12A8C13AA8A,SOCZAXJ12A67ADE9FC,SORWVLP12A8C1438C3,SOEYUSD12A58A7BDA4,SOPYYCU12A58A7B769,16.0,103.0,105.0
1500,SOAUTON12A8BEE9578,SOEVLZW12A6D4F7B86,SOFAUGZ12A81C22365,SOAUTON12A8BEE9578,SORKNEQ12AB0182987,SOEQRGU12AAF3B2A0C,SOKOYWP12AB017C760,SOHHOBM12B0B80823C,SOYMIMI12AB0181E5C,SOQQBXR12A6D4F8461,16.0,102.0,106.0
1501,SOVIPXF12AC3DF82FB,SOVIPXF12AC3DF82FB,SOLXFWV12A582918A8,SOJVZFM12A8C1401CF,SOPNCXL12A6D4F9367,SOQCXBM12AB017C972,SOOFIQL12A6701E35D,SOZQEYB12A6D4F60D2,SORKONQ12AB0184156,SONGNHO12AB0183915,32.0,104.0,113.0
1502,SOPOHOV12A6D4F666D,SOPOHOV12A6D4F666D,SOZKZRB12AB0182E77,SOCJBOJ12A8C142D05,SONWEZE12A6D4FB161,SORLVNR12A8C1432F3,SOBVDMZ12A8AE48E12,SOKLBJA12A58A7C877,SOZBGQD12A8C13A6E8,SOWRREB12A6D4FA7CB,18.0,106.0,110.0
1503,SOKDKZG12AB0180273,SOKDKZG12AB0180273,SOOFHDQ12AB018BA2A,SOANLVD12AF729E774,SOGXIDO12A8C14172A,SOWEVXC12AB01803B0,SOCGCBP12A6D4FAC3A,SOEZMXE12A6701DF63,SOFUBSQ12A67ADD6BF,SOQUDJI12AB01861D3,22.0,103.0,119.0
1504,SOMSDVU12A6D4FC3D3,SOMSDVU12A6D4FC3D3,SONFDBA12AB0184931,SOHJXBQ12A8C135417,SOIAKYH12A8C13805F,SOKFFUI12A6D4F9CB1,SOEVYFJ12A6D4F7657,SOADRPH12A58A75E7C,SOGVNNL12A67AE0CFB,SOJGBBV12AB0189068,30.0,100.0,126.0
1505,SOIYWLQ12AF729E318,SOIYWLQ12AF729E318,SOEZUSV12A6D4FCAEC,SOKAIRF12A8C135D06,SOYPCVL12A8C139E01,SOUMFCO12AB01889A6,SOXIAYC12A8C139E57,SOQSYVB12A58A775F7,SOLJPDV12AB0188789,SOFYXUS12A58A7B5A8,22.0,106.0,119.0
1506,SOAMWBB12A8C1320A6,SOAMWBB12A8C1320A6,SOOZADV12AF729E506,SOEVYQI12A8C139D04,SOHFJGK12A6D4F5BC0,SOPRCSF12A8C142416,SOSDGEH12A8C13E0F5,SOMJJEA12A8C13AE66,SOSTLVL12A8C1442DC,SOAPYWW12AB0184CEC,27.0,102.0,116.0
1507,SOCCSUY12A58A78CEE,SOCCSUY12A58A78CEE,SOFHQWN12A6D4F8B1A,SOYCWZQ12A6701F1FC,SOCFIVZ12B35049029,SOIFKDZ12AB018691D,SOGDGMX12AB01887E7,SOXEPDO12A58A7D0D7,SOJZRVM12AB0186D67,SOUBSVW12AB018107E,27.0,120.0,126.0
1508,SOMCTLU12A6D4FD25E,SOMCTLU12A6D4FD25E,SOBBGBJ12AB017B94D,SOBWKQC12A6D4F621E,SOUHQLA12A8C13C7D2,SOVVHRL12A6D4F6BF7,SOHEYXY12AB0179836,SOTOKMV12A8C1381C1,SOWWPGF12A6D4F841F,SOFXODN12A8C137A8C,48.0,108.0,126.0
1509,SOVYNGI12A6310F180,SOFZXYQ12A8C13D56C,SODTTYS12AF729B71B,SOVYNGI12A6310F180,SOZPCZL12A6D4F954E,SOSIYKK12A6BD546B0,SORXQYD12AF729F747,SOQZYSB12AB01808A6,SOUBMAU12A3F1E9B0E,SOUBXEE12A6D4F9497,20.0,110.0,111.0
1510,SOVLXPS12A67ADE1C6,SOVLXPS12A67ADE1C6,SOTQOJQ12A6D4FB9EA,SOBEZLE12A6D4F7D0A,SOIUJLV12A6D4FB8C9,SOFRJHH12A8AE45FF5,SOTCEEW12A58A7B5F8,SOUSNIQ12A6D4F67A9,SORLZNS12A6D4FA5B5,SOSXELA12AB0189E8B,35.0,118.0,122.0
1511,SOAMNGZ12A6D4F8702,SOAMNGZ12A6D4F8702,SOAATLI12A8C13E319,SOLXRGJ12A8C13AE91,SOVMKWS12A8C143865,SOIVDND12A8C13EB52,SORCWPR12A6701E133,SOYAMJF12A8C14305B,SOJTJWC12A8C13BB5C,SOJTFTV12A8C13E8B4,24.0,103.0,106.0
1512,SOIGJTR12A8C13D578,SOIGJTR12A8C13D578,SOKYOWF12AF729DEBD,SOSBKRG12A8C133D58,SOOICOR12A6D4FC106,SOHIBFJ12A58A7BB0E,SONBNAP12A6D223BC5,SOOQJRQ12AB017B84B,SOALJUD12A58291AAF,SOEDFLE12A8C13D563,20.0,109.0,111.0
1513,SOZWQWC12AF72AAA2C,SOZWQWC12AF72AAA2C,SONRAXC12A8C1344A6,SODDOXW12A6D4FB679,SOZCXKP12A6D4FBB42,SOAWXHP12AB01840AC,SONBLML12A8C139097,SOFAMFF12A6D4F8D5F,SOIINTU12A8AE47534,SOIXNVO12AB0184800,17.0,103.0,116.0
1514,SOOXPPN12AB0180907,SOPNLRT12A81C23B81,SOOXPPN12AB0180907,SOSWSQI12AF72A23CE,SOJRGZL12AB0184F52,SODPSYG12A8C145EBF,SOHGRXR12A8C13BE8E,SOOXQVG12AB017FF6B,SODLQEJ12AF72A8F99,SOBMYYP12AC468B2BA,13.0,101.0,111.0
1515,SOFZRXA12AC960DAB5,SOFZRXA12AC960DAB5,SOVSQQE12A8C1327EF,SOITKIV12A67ADBF39,SOWMLML12A8C1418A5,SOBQLSG12A8C13C3FE,SOVSCLI12AB017C2C3,SOICOWT12AC468E189,SOHCZZX12A6D4F7D4D,SOIDOTX12AB018A3AE,24.0,103.0,115.0
1516,SOZCHCN12AF729FF17,SOOUCOH12AC468D3EB,SOZCHCN12AF729FF17,SOMBKJF12A8C1440B9,SODVUEE12A6D4FA130,SOWGLJZ12A6D4F6A46,SOMLHIF12A6D4F6963,SOQDPMA12A8C1402DE,SOTLRQS12A58A7CAA4,SOPDTVU12AB018D1B4,21.0,104.0,108.0
1517,SOISHJN12A8C144301,SOISHJN12A8C144301,SOHPSIX12A58A77791,SOIHMGG12A8C136B54,SOTOBBJ12A8C139807,SOBOFHA12A8C1360FA,SOPJVWK12A58A7D602,SOSZIDW12A8BEEEEA2,SOIODYH12A67ADB029,SOIBBRA12A8C13BA94,22.0,108.0,113.0
1518,SODEOYS12A58A78008,SOIYMFH12A8C14059B,SOWKZLV12A6D4F77C1,SODEOYS12A58A78008,SOAZFFW12AB017C05F,SOKIRBO12A8C13F155,SOOAXVH12AB01869AF,SOWKXNT12AC4689102,SOIYLJY12A6D4FC441,SOQWPHK12AB018234B,23.0,102.0,110.0
1519,SOOGEWQ12A8C13ABFA,SOSMVSD12A8C138AF2,SOOGEWQ12A8C13ABFA,SORPQPR12A8C1411BE,SOVYTXK12AB01800F5,SOHDCAF12AB018075B,SOVUZFR12AF72A7A6B,SOOXJDU12A8AE47ECB,SOTLROC12A58A7B8D0,SOGOSBA12A8C137EDB,8.0,104.0,109.0
1520,SORSLWM12A58A7A43A,SORSLWM12A58A7A43A,SOOVGXB12AC468B0F8,SOMCJLR12AB0186A31,SOGDQKP12AB018AC55,SOVGLOC12A8AE46F8D,SOZPCHL12A8C1403C1,SOVQXNX12A6D4F9019,SOFETRH12A6D4F94B3,SOPBTRI12A6D4F81DA,15.0,111.0,111.0
1521,SOPCQFN12A6701F955,SOPCQFN12A6701F955,SOYAEZW12A58A819A8,SOTTLWD12AF72A6C05,SOHRQZQ12A6D4F81D2,SOJGCIC12A6D4F7D9E,SOPTTVR12A8C13CF53,SOHUSPC12AB017AA49,SOZKESI12A6D4FCDCF,SOXXETE12A6310E230,12.0,107.0,107.0
1522,SOSXKZJ12AF72A1FD9,SOSXKZJ12AF72A1FD9,SOHMISQ12A8C139E2A,SOTNJYO12A8C143DAF,SODGYCB12AB0185292,SONDBFO12A8C1364F2,SOLHQTH12A6310E86F,SOKCMCH12A58A7CED0,SOPMHNL12A58A7ED65,SOUQLGP12A6D4F7B9F,16.0,108.0,114.0
1523,SOXPJVO12A6D4FCC69,SOXPJVO12A6D4FCC69,SOHUEEC12A6D4FB4A0,SOXAZJP12A8C136490,SOEIMWP12A58A79211,SOKPPGR12A81C217A7,SOALPGW12AB01879E2,SOGBLQB12A67ADA51B,SOKRGEN12B0B80AF63,SODXRTY12AB0180F3B,31.0,90.0,125.0
1524,SONEDFY12A6D4F66D7,SOPGMVN12A81C21EC8,SONEDFY12A6D4F66D7,SOCRKWW12A8C1416C2,SOZHBVK12A6D4F58F5,SOMHDLP12A8C143EAC,SOFKEIK12A6310D86A,SODBMNH12A6D4F681A,SOOQBJF12A6D4FA8CA,SONLQFN12A8C13258A,10.0,104.0,112.0
1525,SODSDKE12AB018BC91,SODSDKE12AB018BC91,SOAVRGC12A6702031B,SOKWFXD12AB017FAE4,SOKWOAE12AB0186BEB,SOGFHTS12A8C13F2A2,SOVFVAV12A6D4FB4AD,SORCAZW12A8C1353A4,SOIDWWT12AB018B372,SONPEPT12A6701FDB2,24.0,94.0,121.0
1526,SORLVNR12A8C1432F3,SORLVNR12A8C1432F3,SOKLBJA12A58A7C877,SOZBGQD12A8C13A6E8,SOPOHOV12A6D4F666D,SOBVDMZ12A8AE48E12,SONYEUZ12AB01885E8,SOCJBOJ12A8C142D05,SOZKZRB12AB0182E77,SONWEZE12A6D4FB161,19.0,111.0,115.0
1527,SOPTASI12AB0183185,SOPTASI12AB0183185,SOAIWRP12A67AE2397,SOFXSEI12A6D4F97B8,SOANMWU12A6D4F9246,SOELHVX12AB017DB78,SOHRMUN12A6D4FC6DD,SOETYHO12A8C138618,SOUKQFH12B0B8077FF,SOVKECN12A6D4FD78B,49.0,89.0,136.0
1528,SOPJCAH12AB0180F53,SOPJCAH12AB0180F53,SOFMXTR12A58A76476,SOZXBQB12AB017BBDB,SOBFFMV12AB018ABA7,SOJABSL12AB017EA42,SOWQFGC12AB018D198,SOYWQAT12A8C132C25,SOLJZFF12A679D7E68,SOXWOWZ12AB017FAB6,22.0,106.0,116.0
1529,SOHICUL12A6D4FA526,SOHICUL12A6D4FA526,SOFYGVW12AB0186DBB,SOWMELX12A8C13277A,SOWRXLR12A8C1380D4,SOVGEZQ12AC46882EE,SOVHXHT12A8C13C473,SOQZCBE12A6D4F8072,SOENTCX12A8C139EA6,SOEJNXK12A6D4F780C,52.0,78.0,133.0
1530,SOSYXDE12A8AE45E45,SOSYXDE12A8AE45E45,SOUFZDS12AB018CF18,SOWZBJH12A8C1345DA,SOLBRTZ12AF72A3C28,SOBGPEH12A6D4F818B,SOAOPMH12A8C13FB25,SOLUOES12A8C13E4BE,SOJHFID12A67AE1320,SOCBEIJ12A8C1385ED,24.0,96.0,115.0
1531,SOPCUJU12AB01849C9,SOPCUJU12AB01849C9,SOZYUDT12AB0181BC2,SOPJFOM12B0B8078C2,SOJGOJI12A8C139B4D,SOIJZQK12A8C139580,SOPFTWR12A8AE45A9B,SOHWFUW12A8C13ECCA,SOJVVRT12A8C1356B3,SOGDEVP12A81C21D03,16.0,100.0,116.0
1532,SOYUNVV12AB01802FA,SOYUNVV12AB01802FA,SOCATTQ12A8C141E86,SOKDZVG12AF72A920E,SOGQPYG12A6310F9A4,SOKLGPH12AF729F501,SOGRFJL12AB017EBD0,SOWNVIV12AB0184846,SOQGJVB12AF72A7D7C,SODXRIQ12A8C136831,57.0,88.0,114.0
1533,SOWRRCE12A6310F10B,SOWRRCE12A6310F10B,SOWOLLQ12A58A7EA58,SOGRQIY12AB0187F28,SONENPC12A8C137EDD,SOEVOXS12A8C1398CE,SOBRBBF12A58A796DE,SOSASGF12A8C13F098,SORUOBF12A58A78777,SORYMHE12AC46890E5,51.0,121.0,124.0
1534,SOHKXHR12AB0181AAC,SOHKXHR12AB0181AAC,SOLANPM12AC46895E0,SOFXSRW12A6D4F3B77,SOTPYZP12AB01821F1,SOHYSRV12A8C13FE49,SOGMHOJ12A6D2282AA,SOQKRBW12AF72A55C9,SOZLFRB12A58A7D70D,SOJIASI12A8C134536,13.0,102.0,108.0
1535,SOZUPDR12A8C137FB6,SOZUPDR12A8C137FB6,SOULUTB12A67020918,SOMOKCH12A8159E8A0,SOBHNWV12AB0184DEE,SONZMWD12A67AE041A,SOEYQKH12A6310D7E2,SOHXKKN12A8151DCDF,SOBIKOJ12A8C14134B,SOSHFXW12A6D4F7A44,19.0,102.0,116.0
1536,SOXXMHD12A58A799F3,SOGUJJO12A58A7E742,SOXXMHD12A58A799F3,SOWONQS12A6D4FC79A,SOTBVLS12A8C13A29D,SOEKKYU12A67AD8520,SOBZEWE12A8C13871A,SOKHHXJ12A6D4FBB35,SOEUXXN12A6D223B3C,SODYNIX12A8C139275,22.0,105.0,108.0
1537,SOEIFUJ12A58A81B3B,SORNRME12A6701F89B,SOKMIII12A6701D9E1,SOEIFUJ12A58A81B3B,SOWYXDG12A6702146E,SOKANYX12A8C13A252,SOOLPDT12A8C13BF53,SORLQUC12A8C134C74,SOBSLVH12A8C131F38,SOVBMWZ12A6D4F9410,15.0,100.0,111.0
1538,SOVJMQZ12A8C142C5A,SOVJMQZ12A8C142C5A,SOLDNOD12A58A790B6,SONRVUM12A6310DF61,SOXDHSF12A6BD4D3BD,SOUPJGI12AB0180DE1,SOVPXOH12AB0180112,SOHBVLJ12A6D227263,SOSNEEJ12A6D4FA429,SOSPOJS12A6D4F6905,94.0,104.0,155.0
1539,SOEXUUJ12A6D4F8AF5,SOEXUUJ12A6D4F8AF5,SOITCZM12A6D4F9538,SOBPRZE12A8C1313CC,SOIHJFR12AB0186C64,SOCJXHF12A8C1417DD,SOWSHAZ12A6310F1DE,SOMRTUR12A58A7B446,SOBQISY12A67ADE6C1,SOBKRVG12A8C133269,21.0,118.0,113.0
1540,SOBKRVG12A8C133269,SOBQISY12A67ADE6C1,SOBKRVG12A8C133269,SOMRTUR12A58A7B446,SOCJXHF12A8C1417DD,SOWSHAZ12A6310F1DE,SOITCZM12A6D4F9538,SOBPRZE12A8C1313CC,SOFWOCE12AB017F852,SOEXUUJ12A6D4F8AF5,19.0,108.0,103.0
1541,SOGYURD12A67ADC11C,SOGYURD12A67ADC11C,SOJBCZN12A6D4F7EEB,SOWXYQS12A6D4F82B8,SOCTGER12AB017A588,SOQFOHC12AB0182F27,SOWMGHQ12A6D4F914D,SOSHFOP12A6D4F7B75,SOUGCDK12AC95F075F,SOWJHKN12AB0186C4E,16.0,111.0,111.0
1542,SOVCIIB12A6D4F795C,SOVCIIB12A6D4F795C,SOINSQY12A8C144BA1,SOPAWZS12A6D4FD292,SOPIEIJ12A6D4F8F81,SOEQWWP12AB01868F8,SOIOIHZ12A8C13F790,SOLLNMF12AB0180444,SOGCVPU12AB017CA73,SOQNRFZ12AB017F899,38.0,129.0,114.0
1543,SOHHGPF12A6701FC3A,SOHHGPF12A6701FC3A,SOKKFAV12A81C20715,SONWPFZ12A6D4F5A61,SOFKVPQ12AB018F567,SOFQMID12A8C139273,SOWYJRE12A81C1FFD8,SOMEQZY12A8C1362D4,SOVQMCR12A8C142CC1,SOJVLVW12AF729CC2D,18.0,105.0,116.0
1544,SOIPUVC12A67020DB0,SOEDDCO12AC4686470,SOIPUVC12A67020DB0,SOZKLQR12AF72A45C9,SODFLBU12A6D4FA5F2,SOGLTST12A81C21560,SOERZSQ12A8C133A49,SOIFTQO12A6701FDBF,SOEWOZU12A58A7B748,SOQUNHE12A6D4F66A3,14.0,102.0,111.0
1545,SOLUFLW12AB0185189,SOLUFLW12AB0185189,SODTLYE12AB01850AB,SODYLVD12AB0182BEE,SOCXOJF12A6D4FCD91,SOGIXUB12A6D4F73CF,SOAKHOF12A8C13C72A,SOEVJPA12B0B809263,SOLSNEI12AB0182D60,SOMLYJD12A58A7B155,17.0,114.0,115.0
1546,SODLJKN12A6D4F7FF8,SODLJKN12A6D4F7FF8,SOLWTGK12A67021B56,SOPUUDK12A6D4F9022,SOPFDCP12AB01842B6,SOXWHRW12A58A786B0,SOIVSKI12A58A7D388,SOCKZIS12A8AE47FE0,SOMQFBA12A58A7A039,SOSLXEH12A67ADBED9,17.0,114.0,113.0
1547,SOWNJYY12A81C20010,SOYECAU12A67021CC9,SOWNJYY12A81C20010,SOEDBTC12AB0184DF1,SONOEWC12A8C13F968,SOGEBLH12A8C13FCBF,SOKLFFO12AB0187521,SOHMQGF12A58A7BFD2,SOGHTMN12A81C22432,SOTMDFL12A58A792E0,24.0,103.0,109.0
